student_id,subject,quiz_score,quiz_accuracy,total_attempts,study_time_hours,average_time_per_question,completion_rate,previous_score,current_score,practice_questions,difficulty_level,time_management_score,consistency_score,timestamp
STU00072,Algorithms,59.7,58.9,8,1.8,68.4,97.3,81.1,59.7,16,Hard,59.1,79.1,2025-10-17 08:00:00
STU00072,Database,77.9,82.5,9,3.7,60.0,94.1,59.7,77.9,19,Easy,63.8,71.5,2025-10-21 06:00:00
STU00072,Web Development,68.9,67.5,10,3.2,63.8,92.3,77.9,68.9,18,Hard,61.0,69.8,2025-10-25 05:00:00
STU00072,Python,83.6,82.5,11,2.4,62.4,92.0,68.9,83.6,12,Easy,63.5,66.8,2025-10-29 02:00:00
STU00072,Data Structures,97.0,93.1,12,2.6,65.7,89.5,83.6,97.0,23,Easy,55.9,67.3,2025-11-02 02:00:00
STU00072,Algorithms,71.6,70.4,13,3.2,59.0,90.2,97.0,71.6,13,Medium,57.2,72.5,2025-11-06 07:00:00
STU00072,Database,85.0,86.7,14,1.5,54.1,93.1,71.6,85.0,10,Medium,55.1,69.9,2025-11-10 04:00:00
STU00072,Web Development,70.8,72.7,15,2.5,82.6,94.6,85.0,70.8,18,Medium,57.3,67.8,2025-11-14 03:00:00
STU00072,Python,89.8,87.9,16,2.3,76.9,97.0,70.8,89.8,11,Easy,51.9,71.8,2025-11-18 07:00:00
STU00072,Data Structures,82.9,83.0,17,2.6,69.6,94.8,89.8,82.9,16,Medium,66.9,67.4,2025-11-22 05:00:00
STU00072,Algorithms,65.9,67.0,18,3.7,63.6,90.8,82.9,65.9,14,Easy,51.6,74.6,2025-11-26 02:00:00
STU00072,Database,85.2,90.6,19,3.2,64.1,100.0,65.9,85.2,12,Easy,48.3,70.1,2025-11-30 05:00:00
STU00072,Web Development,68.7,72.4,20,2.6,57.1,92.5,85.2,68.7,12,Hard,63.3,67.9,2025-12-04 01:00:00
STU00073,Python,68.3,69.4,1,1.9,74.6,97.0,60.1,68.3,25,Hard,68.6,72.6,2025-09-07 03:00:00
STU00073,Data Structures,85.0,86.7,2,1.8,67.1,91.0,68.3,85.0,8,Medium,66.0,81.6,2025-09-11 04:00:00
STU00073,Algorithms,74.2,74.3,3,2.9,74.7,93.9,85.0,74.2,11,Hard,73.7,77.5,2025-09-15 03:00:00
STU00073,Database,87.7,87.2,4,2.5,68.2,95.8,74.2,87.7,8,Easy,66.1,76.7,2025-09-19 08:00:00
STU00073,Web Development,66.0,67.6,5,2.0,69.4,96.2,87.7,66.0,9,Medium,74.3,75.5,2025-09-23 05:00:00
STU00073,Python,63.5,64.5,6,2.8,77.2,96.3,66.0,63.5,21,Hard,73.2,70.3,2025-09-27 03:00:00
STU00073,Data Structures,93.4,96.4,7,3.6,71.3,94.0,63.5,93.4,14,Easy,70.4,64.1,2025-10-01 08:00:00
STU00073,Algorithms,89.4,86.8,8,3.5,84.5,91.6,93.4,89.4,20,Medium,70.3,77.6,2025-10-05 01:00:00
STU00073,Database,62.6,60.0,9,2.5,70.8,96.6,89.4,62.6,20,Hard,74.7,75.3,2025-10-09 02:00:00
STU00073,Web Development,81.2,85.7,10,4.0,76.2,95.0,62.6,81.2,18,Medium,76.2,80.2,2025-10-13 05:00:00
STU00073,Python,74.3,74.4,11,3.4,70.3,90.8,81.2,74.3,25,Medium,73.3,81.8,2025-10-17 07:00:00
STU00073,Data Structures,87.8,89.0,12,3.0,71.1,90.2,74.3,87.8,25,Medium,67.1,79.0,2025-10-21 02:00:00
STU00073,Algorithms,84.8,87.7,13,3.0,64.3,97.9,87.8,84.8,21,Medium,73.6,80.9,2025-10-25 02:00:00
STU00073,Database,87.6,87.0,14,1.8,71.1,94.3,84.8,87.6,19,Medium,61.9,79.9,2025-10-29 03:00:00
STU00073,Web Development,92.9,90.1,15,3.4,77.4,94.4,87.6,92.9,12,Easy,78.3,74.4,2025-11-02 06:00:00
STU00073,Python,84.4,85.3,16,2.6,67.0,89.3,92.9,84.4,12,Easy,67.8,77.2,2025-11-06 03:00:00
STU00073,Data Structures,81.1,86.1,17,2.9,68.4,100.0,84.4,81.1,20,Medium,75.7,75.4,2025-11-10 03:00:00
STU00073,Algorithms,91.1,90.6,18,1.7,76.9,97.1,81.1,91.1,16,Easy,71.1,73.2,2025-11-14 03:00:00
STU00073,Database,82.6,85.2,19,3.6,74.2,96.2,91.1,82.6,24,Easy,77.2,82.5,2025-11-18 03:00:00
STU00073,Web Development,89.3,89.3,20,2.9,68.3,94.5,82.6,89.3,20,Easy,72.9,83.1,2025-11-22 06:00:00
STU00074,Python,82.9,81.7,1,3.1,77.5,92.5,59.3,82.9,13,Hard,55.3,62.7,2025-09-15 04:00:00
STU00074,Data Structures,95.4,92.3,2,2.9,80.3,92.1,82.9,95.4,8,Easy,56.3,68.8,2025-09-19 06:00:00
STU00074,Algorithms,64.1,65.1,3,1.8,70.6,95.1,95.4,64.1,13,Hard,62.4,61.7,2025-09-23 02:00:00
STU00074,Database,66.5,63.6,4,3.4,76.0,96.0,64.1,66.5,22,Hard,62.6,70.3,2025-09-27 04:00:00
STU00074,Web Development,84.6,88.3,5,3.2,77.4,95.1,66.5,84.6,10,Easy,61.5,64.9,2025-10-01 05:00:00
STU00074,Python,90.4,85.1,6,1.9,64.3,93.2,84.6,90.4,25,Medium,50.5,65.0,2025-10-05 07:00:00
STU00074,Data Structures,88.1,84.8,7,1.8,71.3,93.5,90.4,88.1,24,Easy,67.6,63.6,2025-10-09 04:00:00
STU00074,Algorithms,86.6,83.4,8,3.3,73.6,96.3,88.1,86.6,9,Medium,61.6,74.3,2025-10-13 07:00:00
STU00074,Database,76.1,75.6,9,3.9,72.3,88.7,86.6,76.1,22,Easy,57.5,75.4,2025-10-17 04:00:00
STU00074,Web Development,89.3,88.8,10,3.7,75.0,94.4,76.1,89.3,21,Easy,52.7,70.3,2025-10-21 04:00:00
STU00074,Python,86.5,90.9,11,2.8,53.2,91.9,89.3,86.5,18,Hard,58.9,64.9,2025-10-25 05:00:00
STU00074,Data Structures,84.9,84.1,12,2.6,65.4,96.1,86.5,84.9,9,Medium,54.3,71.3,2025-10-29 06:00:00
STU00074,Algorithms,80.2,79.0,13,2.0,72.9,90.2,84.9,80.2,25,Easy,65.7,65.3,2025-11-02 06:00:00
STU00074,Database,75.4,80.0,14,3.2,58.5,90.1,80.2,75.4,11,Easy,70.6,64.5,2025-11-06 08:00:00
STU00074,Web Development,100.0,97.7,15,1.5,64.8,97.9,75.4,100.0,22,Medium,57.2,67.4,2025-11-10 03:00:00
STU00074,Python,89.9,92.7,16,2.1,75.5,86.5,100.0,89.9,10,Easy,51.9,55.6,2025-11-14 02:00:00
STU00074,Data Structures,84.8,87.9,17,3.8,59.6,100.0,89.9,84.8,8,Medium,60.0,72.1,2025-11-18 01:00:00
STU00074,Algorithms,87.2,82.5,18,2.0,80.6,87.8,84.8,87.2,16,Easy,49.9,71.7,2025-11-22 06:00:00
STU00074,Database,85.8,86.8,19,3.4,65.2,87.6,87.2,85.8,22,Easy,56.7,67.9,2025-11-26 06:00:00
STU00074,Web Development,87.9,87.4,20,2.1,67.1,93.5,85.8,87.9,8,Medium,61.0,68.2,2025-11-30 04:00:00
STU00075,Python,52.4,56.4,1,4.0,75.9,99.7,44.8,52.4,13,Medium,55.2,54.2,2025-09-14 04:00:00
STU00075,Data Structures,46.1,45.3,2,2.5,86.0,95.8,52.4,46.1,23,Hard,46.8,53.0,2025-09-18 01:00:00
STU00075,Algorithms,72.1,75.0,3,1.6,70.7,93.2,46.1,72.1,23,Easy,51.0,62.1,2025-09-22 04:00:00
STU00075,Database,52.9,54.4,4,3.7,80.4,97.6,72.1,52.9,17,Hard,49.4,61.0,2025-09-26 06:00:00
STU00075,Web Development,46.0,43.9,5,3.4,83.0,92.0,52.9,46.0,8,Hard,52.7,60.7,2025-09-30 01:00:00
STU00075,Python,53.6,52.0,6,3.7,80.7,96.7,46.0,53.6,25,Easy,51.4,60.5,2025-10-04 03:00:00
STU00075,Data Structures,54.4,56.5,7,2.1,77.6,96.6,53.6,54.4,8,Medium,51.5,54.2,2025-10-08 01:00:00
STU00075,Algorithms,66.8,67.6,8,2.1,68.3,87.3,54.4,66.8,25,Medium,55.7,52.7,2025-10-12 04:00:00
STU00075,Database,76.4,74.4,9,2.6,80.2,89.7,66.8,76.4,8,Easy,50.4,61.1,2025-10-16 08:00:00
STU00075,Web Development,56.3,58.3,10,2.9,74.2,99.6,76.4,56.3,13,Easy,56.2,58.0,2025-10-20 07:00:00
STU00075,Python,63.1,57.4,11,2.5,79.7,92.6,56.3,63.1,8,Easy,53.2,53.7,2025-10-24 06:00:00
STU00075,Data Structures,69.5,60.9,12,3.7,77.7,93.0,63.1,69.5,22,Easy,57.0,59.9,2025-10-28 03:00:00
STU00075,Algorithms,76.7,76.6,13,3.3,81.4,100.0,69.5,76.7,13,Easy,59.5,58.8,2025-11-01 02:00:00
STU00075,Database,63.9,68.4,14,2.9,67.0,97.8,76.7,63.9,24,Medium,47.0,57.1,2025-11-05 06:00:00
STU00075,Web Development,53.5,54.9,15,3.4,76.2,90.8,63.9,53.5,11,Medium,48.0,58.4,2025-11-09 01:00:00
STU00075,Python,57.9,59.6,16,3.4,72.6,87.5,53.5,57.9,10,Medium,47.9,54.0,2025-11-13 03:00:00
STU00075,Data Structures,63.0,66.2,17,2.2,81.8,94.2,57.9,63.0,9,Medium,44.4,44.2,2025-11-17 03:00:00
STU00075,Algorithms,78.1,77.2,18,2.9,70.3,91.7,63.0,78.1,15,Easy,57.9,62.4,2025-11-21 01:00:00
STU00075,Database,69.4,69.2,19,2.0,84.2,99.9,78.1,69.4,24,Easy,51.6,53.7,2025-11-25 06:00:00
STU00075,Web Development,57.9,62.2,20,3.3,75.3,92.9,69.4,57.9,14,Medium,54.8,54.8,2025-11-29 03:00:00
STU00076,Python,78.3,76.6,1,2.0,51.1,94.9,68.8,78.3,15,Medium,96.7,85.8,2025-09-09 08:00:00
STU00076,Data Structures,100.0,98.6,2,2.3,49.9,95.4,78.3,100.0,13,Easy,94.5,87.4,2025-09-13 02:00:00
STU00076,Algorithms,71.9,75.6,3,2.4,48.8,90.1,100.0,71.9,11,Medium,93.7,87.1,2025-09-17 04:00:00
STU00076,Database,88.1,89.1,4,3.0,52.4,99.4,71.9,88.1,14,Medium,96.6,85.9,2025-09-21 01:00:00
STU00076,Web Development,75.5,76.5,5,4.1,55.6,87.7,88.1,75.5,22,Medium,100.0,85.1,2025-09-25 01:00:00
STU00076,Python,88.3,88.8,6,3.3,43.4,97.3,75.5,88.3,17,Easy,86.7,84.1,2025-09-29 05:00:00
STU00076,Data Structures,98.1,98.7,7,2.5,45.0,100.0,88.3,98.1,15,Easy,89.4,86.0,2025-10-03 05:00:00
STU00076,Algorithms,82.0,81.5,8,2.4,56.2,100.0,98.1,82.0,11,Medium,100.0,93.0,2025-10-07 05:00:00
STU00076,Database,100.0,99.6,9,2.9,42.5,89.9,82.0,100.0,16,Easy,91.9,85.8,2025-10-11 01:00:00
STU00076,Web Development,91.5,92.1,10,3.5,46.5,85.8,100.0,91.5,12,Medium,88.6,82.5,2025-10-15 02:00:00
STU00076,Python,83.4,82.0,11,3.4,51.2,87.1,91.5,83.4,17,Medium,100.0,84.0,2025-10-19 03:00:00
STU00076,Data Structures,85.7,84.0,12,2.6,60.5,91.9,83.4,85.7,9,Hard,93.8,84.7,2025-10-23 02:00:00
STU00076,Algorithms,79.9,83.0,13,2.1,51.8,94.6,85.7,79.9,22,Medium,93.5,83.6,2025-10-27 05:00:00
STU00076,Database,91.3,88.6,14,3.8,55.3,94.6,79.9,91.3,18,Medium,96.3,86.2,2025-10-31 04:00:00
STU00076,Web Development,87.8,87.9,15,3.0,44.7,88.1,91.3,87.8,20,Medium,94.2,87.1,2025-11-04 04:00:00
STU00076,Python,79.0,76.8,16,2.1,47.1,94.5,87.8,79.0,18,Hard,100.0,83.2,2025-11-08 05:00:00
STU00076,Data Structures,100.0,98.9,17,2.4,46.2,91.2,79.0,100.0,20,Medium,86.6,92.1,2025-11-12 03:00:00
STU00076,Algorithms,100.0,100.0,18,2.7,44.9,100.0,100.0,100.0,11,Easy,92.4,91.4,2025-11-16 05:00:00
STU00076,Database,100.0,99.9,19,2.5,45.8,92.7,100.0,100.0,21,Easy,94.1,84.4,2025-11-20 06:00:00
STU00076,Web Development,74.5,77.6,20,3.0,42.8,91.3,100.0,74.5,11,Hard,98.6,86.0,2025-11-24 01:00:00
STU00077,Python,86.1,83.7,1,4.4,47.1,100.0,80.1,86.1,21,Hard,91.6,84.4,2025-09-19 08:00:00
STU00077,Data Structures,85.9,89.6,2,2.1,40.5,95.1,86.1,85.9,13,Easy,94.3,80.6,2025-09-23 01:00:00
STU00077,Algorithms,97.8,93.7,3,2.4,54.6,92.5,85.9,97.8,12,Medium,84.4,85.5,2025-09-27 06:00:00
STU00077,Database,90.4,90.3,4,2.2,55.4,87.0,97.8,90.4,19,Medium,90.9,80.7,2025-10-01 02:00:00
STU00077,Web Development,100.0,99.5,5,4.5,61.3,97.0,90.4,100.0,23,Easy,89.5,85.5,2025-10-05 03:00:00
STU00077,Python,89.7,88.4,6,2.5,41.5,97.5,100.0,89.7,15,Easy,94.0,86.2,2025-10-09 02:00:00
STU00077,Data Structures,86.4,83.2,7,3.7,45.0,95.1,89.7,86.4,9,Medium,88.8,90.0,2025-10-13 06:00:00
STU00077,Algorithms,98.2,100.0,8,3.8,45.5,93.5,86.4,98.2,23,Easy,88.7,83.8,2025-10-17 06:00:00
STU00077,Database,83.0,85.7,9,2.5,48.4,97.4,98.2,83.0,22,Hard,88.8,92.9,2025-10-21 03:00:00
STU00077,Web Development,97.0,96.2,10,4.2,53.0,88.9,83.0,97.0,15,Easy,90.9,90.5,2025-10-25 02:00:00
STU00077,Python,94.4,94.1,11,2.1,48.2,94.8,97.0,94.4,13,Medium,84.4,90.4,2025-10-29 02:00:00
STU00077,Data Structures,92.8,94.6,12,2.1,49.6,95.2,94.4,92.8,20,Medium,92.6,90.8,2025-11-02 04:00:00
STU00077,Algorithms,81.4,84.2,13,3.8,53.7,93.9,92.8,81.4,21,Hard,94.0,84.3,2025-11-06 05:00:00
STU00077,Database,93.0,88.5,14,2.3,50.8,100.0,81.4,93.0,14,Medium,99.3,86.2,2025-11-10 03:00:00
STU00077,Web Development,88.4,88.6,15,3.9,40.0,100.0,93.0,88.4,19,Hard,82.4,85.2,2025-11-14 03:00:00
STU00077,Python,88.1,93.6,16,2.4,51.8,93.9,88.4,88.1,20,Medium,91.4,95.1,2025-11-18 06:00:00
STU00077,Data Structures,98.7,100.0,17,4.2,47.4,90.6,88.1,98.7,15,Easy,93.2,89.8,2025-11-22 01:00:00
STU00077,Algorithms,100.0,100.0,18,2.6,40.2,95.3,98.7,100.0,25,Easy,94.5,85.3,2025-11-26 06:00:00
STU00077,Database,100.0,100.0,19,2.4,40.5,91.0,100.0,100.0,17,Easy,86.5,85.0,2025-11-30 08:00:00
STU00077,Web Development,100.0,99.6,20,3.2,43.1,97.3,100.0,100.0,10,Medium,90.8,78.5,2025-12-04 02:00:00
STU00078,Python,77.8,79.6,1,2.7,78.4,93.7,53.5,77.8,8,Easy,66.6,65.5,2025-09-07 03:00:00
STU00078,Data Structures,72.6,72.2,2,3.1,85.7,98.7,77.8,72.6,10,Medium,67.2,67.5,2025-09-11 04:00:00
STU00078,Algorithms,63.7,60.6,3,2.5,68.8,93.8,72.6,63.7,20,Medium,76.0,68.5,2025-09-15 08:00:00
STU00078,Database,61.3,61.1,4,1.7,69.2,90.9,63.7,61.3,12,Easy,62.7,67.7,2025-09-19 01:00:00
STU00078,Web Development,73.6,75.3,5,3.1,73.4,91.6,61.3,73.6,15,Medium,71.4,58.3,2025-09-23 05:00:00
STU00078,Python,80.5,82.6,6,2.3,83.7,95.9,73.6,80.5,18,Easy,67.2,68.1,2025-09-27 01:00:00
STU00078,Data Structures,74.1,73.6,7,2.4,78.2,92.0,80.5,74.1,17,Easy,62.3,64.5,2025-10-01 05:00:00
STU00078,Algorithms,75.9,75.9,8,2.9,72.0,97.1,74.1,75.9,21,Medium,63.0,66.3,2025-10-05 08:00:00
STU00078,Database,65.1,66.0,9,3.5,71.3,97.4,75.9,65.1,9,Medium,66.2,69.8,2025-10-09 01:00:00
STU00078,Web Development,76.7,79.9,10,1.6,75.2,84.2,65.1,76.7,21,Medium,58.7,59.4,2025-10-13 08:00:00
STU00078,Python,84.2,85.3,11,2.9,71.1,97.4,76.7,84.2,9,Easy,64.5,61.2,2025-10-17 01:00:00
STU00078,Data Structures,78.0,76.5,12,2.5,77.3,98.3,84.2,78.0,10,Easy,69.7,61.8,2025-10-21 06:00:00
STU00078,Algorithms,75.4,71.1,13,2.1,85.7,93.8,78.0,75.4,17,Medium,66.2,62.8,2025-10-25 05:00:00
STU00078,Database,67.6,66.2,14,2.9,70.8,93.2,75.4,67.6,15,Medium,71.2,57.9,2025-10-29 05:00:00
STU00078,Web Development,96.0,89.9,15,3.7,74.5,99.9,67.6,96.0,25,Easy,67.7,68.7,2025-11-02 06:00:00
STU00078,Python,75.9,80.6,16,2.0,66.2,91.6,96.0,75.9,24,Medium,58.2,61.6,2025-11-06 02:00:00
STU00078,Data Structures,84.0,83.7,17,2.9,82.3,99.4,75.9,84.0,11,Easy,70.7,61.0,2025-11-10 08:00:00
STU00078,Algorithms,80.1,80.3,18,3.1,74.2,91.2,84.0,80.1,23,Easy,67.0,64.2,2025-11-14 03:00:00
STU00078,Database,70.5,66.8,19,3.6,74.5,96.0,80.1,70.5,15,Easy,59.5,63.2,2025-11-18 03:00:00
STU00078,Web Development,89.6,86.4,20,2.0,76.1,92.3,70.5,89.6,20,Hard,69.6,62.5,2025-11-22 07:00:00
STU00079,Python,98.6,95.9,1,3.0,51.1,96.4,77.5,98.6,25,Easy,93.3,92.2,2025-09-07 04:00:00
STU00079,Data Structures,94.5,96.0,2,3.7,55.1,100.0,98.6,94.5,14,Easy,93.2,95.7,2025-09-11 05:00:00
STU00079,Algorithms,98.4,98.1,3,3.1,40.6,92.7,94.5,98.4,20,Medium,95.4,87.7,2025-09-15 01:00:00
STU00079,Database,99.7,100.0,4,3.8,52.7,91.9,98.4,99.7,16,Easy,90.6,96.2,2025-09-19 01:00:00
STU00079,Web Development,100.0,100.0,5,3.2,47.9,94.1,99.7,100.0,16,Easy,94.9,93.6,2025-09-23 04:00:00
STU00079,Python,98.4,93.1,6,4.1,50.3,94.2,100.0,98.4,25,Medium,92.0,90.5,2025-09-27 07:00:00
STU00079,Data Structures,98.0,92.8,7,4.3,48.4,97.3,98.4,98.0,24,Easy,100.0,92.4,2025-10-01 04:00:00
STU00079,Algorithms,100.0,98.0,8,2.3,47.0,95.5,98.0,100.0,8,Easy,95.0,95.6,2025-10-05 08:00:00
STU00079,Database,100.0,100.0,9,4.0,38.0,100.0,100.0,100.0,22,Medium,95.8,90.9,2025-10-09 08:00:00
STU00079,Web Development,93.9,96.0,10,3.9,49.8,100.0,100.0,93.9,14,Medium,100.0,95.9,2025-10-13 03:00:00
STU00079,Python,84.5,85.3,11,3.2,45.2,97.8,93.9,84.5,12,Hard,99.2,94.0,2025-10-17 08:00:00
STU00079,Data Structures,93.2,95.6,12,4.5,44.4,93.3,84.5,93.2,13,Easy,100.0,91.0,2025-10-21 03:00:00
STU00079,Algorithms,100.0,100.0,13,3.8,48.0,93.4,93.2,100.0,25,Easy,87.7,94.2,2025-10-25 02:00:00
STU00079,Database,95.0,97.6,14,4.1,37.6,97.9,100.0,95.0,13,Medium,95.6,92.0,2025-10-29 06:00:00
STU00079,Web Development,96.5,98.8,15,4.0,42.0,95.4,95.0,96.5,24,Medium,95.5,91.5,2025-11-02 03:00:00
STU00079,Python,98.6,100.0,16,2.9,40.0,98.0,96.5,98.6,16,Easy,100.0,89.3,2025-11-06 03:00:00
STU00079,Data Structures,82.6,85.0,17,3.9,47.6,96.2,98.6,82.6,12,Hard,100.0,98.2,2025-11-10 02:00:00
STU00079,Algorithms,100.0,100.0,18,4.5,32.0,92.6,82.6,100.0,9,Medium,90.4,85.2,2025-11-14 02:00:00
STU00079,Database,97.8,100.0,19,2.1,42.5,92.9,100.0,97.8,12,Medium,91.3,96.9,2025-11-18 05:00:00
STU00079,Web Development,99.1,93.4,20,3.9,41.2,95.1,97.8,99.1,12,Medium,100.0,87.2,2025-11-22 05:00:00
STU00080,Python,88.9,87.1,1,3.8,34.5,88.1,73.9,88.9,14,Medium,96.2,79.8,2025-09-13 08:00:00
STU00080,Data Structures,81.0,75.6,2,3.2,27.1,89.7,88.9,81.0,8,Hard,92.7,81.1,2025-09-17 03:00:00
STU00080,Algorithms,84.5,89.2,3,3.7,47.3,98.0,81.0,84.5,18,Easy,95.1,85.9,2025-09-21 08:00:00
STU00080,Database,100.0,100.0,4,3.6,44.3,100.0,84.5,100.0,18,Easy,90.1,81.9,2025-09-25 08:00:00
STU00080,Web Development,84.9,86.6,5,2.9,41.2,98.4,100.0,84.9,20,Hard,91.9,81.7,2025-09-29 03:00:00
STU00080,Python,90.6,92.3,6,3.5,41.5,97.4,84.9,90.6,21,Easy,93.3,82.6,2025-10-03 06:00:00
STU00080,Data Structures,89.8,90.9,7,2.6,31.6,88.6,90.6,89.8,21,Easy,95.5,85.3,2025-10-07 05:00:00
STU00080,Algorithms,95.1,94.3,8,2.8,35.9,99.8,89.8,95.1,25,Medium,91.5,82.5,2025-10-11 02:00:00
STU00080,Database,99.3,100.0,9,3.4,39.3,92.7,95.1,99.3,13,Easy,98.1,82.6,2025-10-15 03:00:00
STU00080,Web Development,85.1,89.7,10,2.9,34.9,100.0,99.3,85.1,11,Hard,91.7,75.5,2025-10-19 07:00:00
STU00080,Python,93.4,93.5,11,2.0,36.6,93.1,85.1,93.4,18,Medium,92.5,85.3,2025-10-23 07:00:00
STU00080,Data Structures,100.0,99.1,12,2.0,37.7,92.6,93.4,100.0,24,Easy,96.9,77.9,2025-10-27 08:00:00
STU00080,Algorithms,96.4,92.1,13,3.0,25.0,100.0,100.0,96.4,20,Easy,92.8,73.4,2025-10-31 02:00:00
STU00080,Database,100.0,100.0,14,2.3,44.0,100.0,96.4,100.0,12,Medium,94.0,82.7,2025-11-04 01:00:00
STU00080,Web Development,100.0,99.2,15,3.3,37.8,93.1,100.0,100.0,23,Easy,100.0,76.9,2025-11-08 02:00:00
STU00080,Python,94.1,92.3,16,3.0,25.0,88.0,100.0,94.1,16,Easy,88.5,78.1,2025-11-12 03:00:00
STU00080,Data Structures,89.2,89.8,17,2.5,30.7,96.7,94.1,89.2,13,Medium,92.5,78.9,2025-11-16 06:00:00
STU00080,Algorithms,83.9,84.4,18,3.0,34.5,94.7,89.2,83.9,9,Hard,91.7,82.6,2025-11-20 04:00:00
STU00080,Database,94.3,94.4,19,2.9,28.2,86.6,83.9,94.3,13,Hard,90.1,76.0,2025-11-24 01:00:00
STU00080,Web Development,98.3,100.0,20,3.1,30.9,96.2,94.3,98.3,15,Easy,95.1,84.9,2025-11-28 04:00:00
STU00081,Python,32.8,37.9,1,1.9,106.6,95.8,31.2,32.8,25,Hard,55.3,61.3,2025-09-08 01:00:00
STU00081,Data Structures,39.5,44.0,2,2.0,112.2,100.0,32.8,39.5,11,Hard,54.0,47.9,2025-09-12 04:00:00
STU00081,Algorithms,49.1,53.9,3,1.7,101.5,95.9,39.5,49.1,8,Easy,50.6,59.5,2025-09-16 08:00:00
STU00081,Database,57.8,55.8,4,2.4,109.7,94.8,49.1,57.8,25,Easy,49.9,53.7,2025-09-20 05:00:00
STU00081,Web Development,63.0,60.1,5,3.9,120.6,100.0,57.8,63.0,11,Easy,54.4,59.1,2025-09-24 04:00:00
STU00081,Python,44.3,45.9,6,3.2,121.4,94.6,63.0,44.3,12,Medium,56.5,51.1,2025-09-28 07:00:00
STU00081,Data Structures,53.9,55.7,7,3.6,113.7,98.3,44.3,53.9,17,Medium,53.7,51.2,2025-10-02 03:00:00
STU00081,Algorithms,58.5,55.3,8,3.1,111.0,88.5,53.9,58.5,12,Easy,52.8,52.2,2025-10-06 08:00:00
STU00081,Database,59.8,62.9,9,3.0,111.7,95.0,58.5,59.8,22,Easy,54.1,53.0,2025-10-10 01:00:00
STU00081,Web Development,50.1,51.5,10,3.2,109.0,98.7,59.8,50.1,17,Medium,56.3,55.7,2025-10-14 04:00:00
STU00081,Python,50.9,52.1,11,2.7,106.8,99.3,50.1,50.9,18,Medium,59.4,61.1,2025-10-18 02:00:00
STU00081,Data Structures,49.6,50.0,12,2.2,117.5,95.3,50.9,49.6,24,Hard,60.5,47.1,2025-10-22 06:00:00
STU00081,Algorithms,44.0,44.5,13,2.5,111.3,94.7,49.6,44.0,20,Hard,56.3,60.1,2025-10-26 01:00:00
STU00081,Database,69.5,63.9,14,2.4,111.7,96.7,44.0,69.5,25,Easy,61.4,51.2,2025-10-30 04:00:00
STU00081,Web Development,50.5,48.3,15,3.5,99.4,93.2,69.5,50.5,23,Hard,57.1,62.6,2025-11-03 02:00:00
STU00081,Python,51.2,51.6,16,3.8,102.9,96.3,50.5,51.2,8,Medium,60.3,55.6,2025-11-07 06:00:00
STU00081,Data Structures,61.5,59.2,17,3.7,99.9,91.7,51.2,61.5,8,Medium,66.0,49.6,2025-11-11 07:00:00
STU00081,Algorithms,59.6,61.5,18,2.6,96.3,93.0,61.5,59.6,17,Easy,52.9,57.0,2025-11-15 08:00:00
STU00081,Database,50.9,53.9,19,1.9,113.7,90.0,59.6,50.9,8,Hard,62.7,59.2,2025-11-19 07:00:00
STU00081,Web Development,68.4,67.7,20,2.2,110.8,94.1,50.9,68.4,9,Easy,55.1,56.8,2025-11-23 06:00:00
STU00082,Python,49.6,46.7,1,1.9,115.8,94.1,35.1,49.6,8,Medium,46.1,60.4,2025-09-16 05:00:00
STU00082,Data Structures,39.6,39.6,2,2.5,103.5,93.4,49.6,39.6,18,Medium,45.5,60.0,2025-09-20 07:00:00
STU00082,Algorithms,50.6,52.5,3,2.1,123.5,95.3,39.6,50.6,12,Easy,46.0,64.3,2025-09-24 04:00:00
STU00082,Database,62.9,66.0,4,1.5,111.6,97.1,50.6,62.9,13,Easy,56.2,55.0,2025-09-28 02:00:00
STU00082,Web Development,45.4,40.2,5,1.9,118.1,94.1,62.9,45.4,21,Hard,48.2,53.1,2025-10-02 04:00:00
STU00082,Python,47.1,49.7,6,2.3,115.0,100.0,45.4,47.1,13,Medium,45.9,54.7,2025-10-06 06:00:00
STU00082,Data Structures,45.8,45.9,7,3.0,109.7,95.4,47.1,45.8,9,Easy,41.9,57.0,2025-10-10 06:00:00
STU00082,Algorithms,49.9,49.1,8,2.7,112.4,89.3,45.8,49.9,19,Easy,48.0,54.7,2025-10-14 05:00:00
STU00082,Database,62.3,61.6,9,2.3,112.9,90.1,49.9,62.3,14,Easy,47.0,65.7,2025-10-18 04:00:00
STU00082,Web Development,52.0,52.0,10,2.0,104.9,94.2,62.3,52.0,10,Easy,46.4,55.3,2025-10-22 03:00:00
STU00082,Python,46.1,45.5,11,1.9,113.3,94.2,52.0,46.1,13,Medium,43.0,58.6,2025-10-26 01:00:00
STU00082,Data Structures,60.5,56.3,12,2.3,116.6,99.3,46.1,60.5,21,Easy,44.8,63.2,2025-10-30 06:00:00
STU00082,Algorithms,48.8,52.2,13,1.8,107.3,94.2,60.5,48.8,21,Medium,46.5,55.6,2025-11-03 05:00:00
STU00082,Database,49.6,52.8,14,2.4,115.4,100.0,48.8,49.6,10,Hard,50.3,57.8,2025-11-07 07:00:00
STU00082,Web Development,59.4,56.5,15,3.5,108.2,100.0,49.6,59.4,9,Easy,43.4,54.7,2025-11-11 01:00:00
